"","res","",""
"7636","402","6","111111"
"7637","402","6","101110"
"7638","402","3","111"
"7639","402","3","111"
"7640","402","3","111"
"7641","402","3","111"
"7642","402","3","111"
"7643","402","5","01000"
"7644","402","4","1111"
"7645","402","4","1111"
"7646","402","9","111101111"
"7647","402","7","0000100"
"7648","402","4","0000"
"7649","402","7","1111111"
"7650","402","7","0000100"
"7651","402","7","1111111"
"7652","403","3","000"
"7653","403","5","00000"
"7654","403","11","00000000000"
"7655","403","9","001000000"
"7656","403","8","00000000"
"7657","403","8","00010000"
"7658","403","8","00000000"
"7659","403","6","000000"
"7660","403","5","00000"
"7661","403","5","00000"
"7662","404","7","0"
"7663","404","7","1111000"
"7664","404","3","010"
"7665","404","12","000000000000"
"7666","404","11","00000000000"
"7667","404","11","00000000000"
"7668","404","9","000000000"
"7669","404","11","00000000000"
"7670","404","7","0000000"
"7671","404","9","000000000"
"7672","405","7","0000000"
"7673","405","7","1000000"
"7674","405","6","000000"
"7675","405","11","11110011110"
"7676","405","11","11110011110"
"7677","405","14","10000000000000"
"7678","405","9","000000000"
"7679","405","5","00000"
"7680","405","8","00000000"
"7681","405","4","0011"
"7682","405","3","011"
"7683","406","3","111"
"7684","406","3","101"
"7685","406","3","111"
"7686","408","4","1111"
"7687","408","5","11111"
"7688","408","4","1111"
"7689","408","3","111"
"7690","408","3","111"
"7691","408","3","111"
"7692","408","4","1111"
"7693","408","4","1111"
"7694","408","4","1111"
"7695","409","12","000000000010"
"7696","409","14","01000000000000"
"7697","409","12","000000000000"
"7698","409","8","00000000"
"7699","409","9","000010011"
"7700","409","10","0000000000"
"7701","409","4","0000"
"7702","410","4","1101"
"7703","410","3","000"
"7704","410","3","111"
"7705","410","3","011"
"7706","411","5","1"
"7707","411","7","0111101"
"7708","411","6","111101"
"7709","411","6","111110"
"7710","411","6","111101"
"7711","411","4","0000"
"7712","411","3","000"
"7713","411","3","011"
"7714","411","3","011"
"7715","411","3","111"
"7716","411","3","111"
"7717","412","4","101"
"7718","413","4","1111"
"7719","413","3","111"
"7720","413","4","1111"
"7721","413","3","111"
"7722","413","3","110"
"7723","413","3","111"
"7724","413","3","111"
"7725","413","3","111"
"7726","414","3","111"
"7727","415","4","1111"
"7728","415","4","1111"
"7729","415","4","1111"
"7730","415","4","1110"
"7731","415","6","111111"
"7732","415","3","111"
"7733","415","3","111"
"7734","415","3","000"
"7735","416","3","111"
"7736","416","3","111"
"7737","416","3","011"
"7738","417","3","111"
"7739","417","3","111"
"7740","417","3","111"
"7741","417","3","111"
"7742","417","4","1111"
"7743","417","4","1111"
"7744","417","3","111"
"7745","417","6","111111"
"7746","417","4","1111"
"7747","417","3","000"
"7748","418","4","1111"
"7749","418","4","1011"
"7750","418","4","1011"
"7751","418","3","111"
"7752","418","3","111"
"7753","418","3","111"
"7754","418","3","111"
"7755","418","4","1111"
"7756","418","3","100"
"7757","418","3","111"
"7758","418","3","000"
"7759","418","3","000"
"7760","419","5","11111"
"7761","419","5","11111"
"7762","419","7","1111111"
"7763","419","3","111"
"7764","419","3","011"
"7765","420","4","1111"
"7766","420","6","1111"
"7767","420","3","000"
"7768","420","8","11011100"
"7769","420","8","11111111"
"7770","420","4","1111"
"7771","420","3","000"
"7772","420","5","11111"
"7773","420","3","000"
"7774","421","5","1"
"7775","421","3","1"
"7776","421","8","11111111"
"7777","421","8","11111111"
"7778","421","9","111111111"
"7779","421","5","00000"
"7780","422","3","000"
"7781","422","8","00010000"
"7782","422","9","000000000"
"7783","422","13","0000000000000"
"7784","423","3","1100111"
"7785","423","4","1111"
"7786","423","6","111111"
"7787","423","6","100111"
"7788","423","6","111101"
"7789","423","4","1111"
"7790","423","4","0111"
"7791","423","3","110"
"7792","423","3","111"
"7793","423","4","1111"
"7794","425","6","111111"
"7795","425","7","1110111"
"7796","425","3","000"
"7797","425","13","1111111110011"
"7798","425","13","1111111111111"
"7799","425","14","11111111111111"
"7800","425","12","111100111111"
"7801","425","9","000101101"
"7802","425","10","1110111111"
"7803","425","3","111"
"7804","425","7","1111111"
"7805","425","7","1111110"
"7806","425","6","111111"
"7807","425","7","1111011"
"7808","426","4","0111"
"7809","426","3","000"
"7810","426","4","1110"
"7811","426","3","111"
"7812","427","5","00000"
"7813","427","5","11111"
"7814","427","6","111111"
"7815","427","6","111111"
"7816","427","8","11111111"
"7817","428","9","111111111"
"7818","428","9","111111111"
"7819","428","9","111101111"
"7820","429","7","1111111"
"7821","429","3","111"
"7822","430","3","11"
"7823","430","4","1111"
"7824","430","7","1111111"
"7825","430","3","000"
"7826","430","3","111"
"7827","431","4","0000"
"7828","431","3","000"
"7829","431","3","000"
"7830","431","3","000"
"7831","431","3","000"
"7832","431","7","1000001"
"7833","431","6","111111"
"7834","431","9","000001000"
"7835","431","8","00000000"
"7836","431","8","11101000"
"7837","431","4","1000"
"7838","431","5","00000"
"7839","431","5","00000"
"7840","431","5","01000"
"7841","431","3","000"
"7842","432","4","0010"
"7843","432","3","000"
"7844","432","4","1100"
"7845","432","5","11010"
"7846","432","6","010000"
"7847","432","5","01111"
"7848","432","6","010111"
"7849","432","3","000"
"7850","433","3","111"
"7851","433","6","000000"
"7852","433","5","00000"
"7853","433","5","00000"
"7854","433","4","1110"
"7855","433","4","0000"
"7856","433","6","000000"
"7857","433","4","0000"
"7858","434","7","0000000"
"7859","434","6","000000"
"7860","434","4","0000"
"7861","434","11","00000100000"
"7862","434","7","0000000"
"7863","435","3","0"
"7864","435","3","0"
"7865","435","5","10000"
"7866","435","8","00000000"
"7867","435","9","111111111"
"7868","436","8","01111111"
"7869","436","12","000000000000"
"7870","436","7","0110000"
"7871","436","6","000000"
"7872","437","4","0100"
"7873","437","4","1111"
"7874","437","5","00000"
"7875","437","3","000"
"7876","437","3","111"
"7877","437","3","000"
"7878","437","3","000"
"7879","438","3","111"
"7880","438","3","111"
"7881","438","4","0110"
"7882","438","3","110"
"7883","438","3","001"
"7884","439","4","1"
"7885","439","4","1"
"7886","439","4","1"
"7887","439","6","111111"
"7888","439","5","11100"
"7889","439","5","11111"
"7890","439","4","1111"
"7891","439","6","111111"
"7892","439","6","111111"
"7893","439","5","11111"
"7894","439","4","1111"
"7895","440","5","0"
"7896","440","7","1111111"
"7897","440","8","11111101"
"7898","440","5","01110"
"7899","440","10","1111111111"
"7900","440","7","1000000"
"7901","440","9","000000000"
"7902","440","11","11111111101"
"7903","441","6","000"
"7904","441","6","011011"
"7905","441","7","1111111"
"7906","441","5","00000"
"7907","441","3","000"
"7908","441","3","111"
"7909","441","5","10111"
"7910","441","6","011101"
"7911","442","3","111"
"7912","442","5","11111"
"7913","442","5","11111"
"7914","443","4","0011"
"7915","443","4","0000"
"7916","443","4","0110"
"7917","443","5","01110"
"7918","443","5","11011"
"7919","443","5","01111"
"7920","443","3","001"
"7921","443","5","11111"
"7922","443","3","111"
"7923","443","3","111"
"7924","443","3","111"
"7925","444","3","0000000000"
"7926","444","8","0000000000"
"7927","444","10","1111111111"
"7928","444","8","11111111"
"7929","445","3","101"
"7930","445","3","111"
"7931","445","3","001"
"7932","445","7","0111111"
"7933","445","6","000000"
"7934","445","5","11111"
"7935","445","3","101"
"7936","446","8","11111111"
"7937","446","8","11111111"
"7938","446","4","0000"
"7939","446","7","1111111"
"7940","446","5","11111"
"7941","446","6","111111"
"7942","446","6","111111"
"7943","446","7","1110111"
"7944","446","5","00000"
"7945","446","8","11101111"
"7946","447","10","1111111111"
"7947","447","10","1111111111"
"7948","448","4","1111"
"7949","448","6","111111"
"7950","448","7","1111111"
"7951","448","7","1111111"
"7952","448","5","11111"
"7953","449","3","111"
"7954","449","9","111111111"
"7955","449","9","111111111"
"7956","449","6","111101"
"7957","449","8","11110111"
"7958","449","7","1111111"
"7959","450","8","10111111"
"7960","451","3","11"
"7961","451","5","11"
"7962","451","8","11111000"
"7963","451","8","11111111"
"7964","451","8","11110001"
"7965","451","7","1111111"
"7966","451","6","111110"
"7967","451","7","1111100"
"7968","451","4","1111"
"7969","451","4","1111"
"7970","451","5","11111"
"7971","451","3","111"
"7972","451","4","1111"
"7973","451","4","1101"
"7974","451","3","011"
"7975","451","4","0111"
"7976","451","5","11111"
"7977","451","4","0000"
"7978","451","3","111"
"7979","452","3","111"
"7980","452","7","1111111"
"7981","452","9","111111111"
"7982","452","9","111111111"
"7983","452","9","111111111"
"7984","452","9","111111111"
"7985","453","7","1111111"
"7986","453","5","00000"
"7987","453","6","111111"
"7988","453","6","111111"
"7989","453","6","111111"
"7990","453","7","1101111"
"7991","453","7","1111111"
"7992","453","8","11111110"
"7993","453","7","1111111"
"7994","453","6","111110"
"7995","453","4","0000"
"7996","453","6","111110"
"7997","454","3","1"
"7998","454","5","1"
"7999","454","5","1"
"8000","454","5","11111"
"8001","454","3","111"
"8002","454","3","111"
"8003","454","5","11111"
"8004","454","5","01111"
"8005","454","5","11111"
"8006","454","5","11110"
"8007","454","3","111"
"8008","454","4","1111"
"8009","454","4","1111"
"8010","454","4","1111"
"8011","454","4","1111"
"8012","455","6","111111"
"8013","455","5","00000"
"8014","455","3","111"
"8015","455","3","111"
"8016","456","6","111000"
"8017","456","6","111000"
"8018","456","4","0111"
"8019","457","5","1"
"8020","457","6","1"
"8021","457","4","1111"
"8022","457","3","000"
"8023","457","6","111111"
"8024","457","3","001"
"8025","457","5","00101"
"8026","457","5","11101"
"8027","457","4","1011"
"8028","457","3","111"
"8029","457","3","001"
"8030","458","8","11111111"
"8031","458","4","0000"
"8032","458","4","1100"
"8033","458","4","1111"
"8034","458","4","1111"
"8035","459","5","11111"
"8036","459","4","1111"
"8037","459","5","11111"
"8038","459","3","111"
"8039","459","5","00000"
"8040","460","3","111"
"8041","460","5","01011"
"8042","460","3","000"
"8043","460","3","011"
"8044","460","5","01111"
"8045","460","6","011111"
"8046","460","6","011111"
"8047","460","6","010111"
"8048","460","5","11110"
"8049","460","3","011"
"8050","460","4","1100"
"8051","460","3","111"
"8052","460","3","011"
"8053","460","4","1110"
"8054","460","5","11110"
"8055","461","6","110011"
"8056","461","6","111010"
"8057","461","6","111101"
"8058","461","6","111101"
"8059","461","5","10100"
"8060","461","5","11111"
"8061","461","6","110111"
"8062","461","4","1011"
"8063","461","4","1010"
"8064","461","4","1111"
"8065","462","6","000"
"8066","462","5","11011"
"8067","462","5","11111"
"8068","462","3","101"
"8069","463","3","0"
"8070","463","6","0"
"8071","463","7","0"
"8072","463","6","111101"
"8073","463","4","0000"
"8074","463","3","000"
"8075","463","5","11111"
"8076","463","4","1101"
"8077","463","3","000"
"8078","463","5","11111"
"8079","464","5","00000"
"8080","464","9","111111110"
"8081","464","12","111111110000"
"8082","465","5","11111"
"8083","465","5","11111"
"8084","465","6","111111"
"8085","465","7","1111111"
"8086","465","5","11111"
"8087","465","4","1111"
"8088","465","6","111110"
"8089","465","7","1111101"
"8090","466","3","1101"
"8091","466","6","111111"
"8092","466","8","01111111"
"8093","466","3","000"
"8094","466","4","0000"
"8095","467","6","011111"
"8096","467","6","100101"
"8097","467","6","101111"
"8098","467","6","100101"
"8099","467","6","110111"
"8100","467","7","1011101"
"8101","467","4","1011"
"8102","467","4","1011"
"8103","467","5","11111"
"8104","468","3","00"
"8105","468","5","11111"
"8106","468","7","1111111"
"8107","468","7","1111011"
"8108","468","6","110111"
"8109","468","5","11110"
"8110","468","4","0111"
"8111","469","3","1"
"8112","469","5","11111"
"8113","469","4","1101"
"8114","469","3","000"
"8115","469","5","11100"
"8116","469","7","1110011"
"8117","469","7","1111100"
"8118","470","5","1"
"8119","470","5","1"
"8120","470","7","1"
"8121","470","10","1110110111"
"8122","470","10","0111111111"
"8123","470","8","10000000"
"8124","470","6","111110"
"8125","470","4","1011"
"8126","470","4","1011"
"8127","470","3","111"
"8128","471","4","11"
"8129","471","4","0010"
"8130","471","8","00000000"
"8131","471","10","1111111101"
"8132","471","3","111"
"8133","472","5","11100"
"8134","472","4","1111"
"8135","472","3","100"
"8136","472","3","000"
"8137","472","4","1111"
"8138","473","3","111"
"8139","473","4","1111"
"8140","473","3","111"
"8141","473","4","1111"
"8142","473","4","1111"
"8143","473","3","111"
"8144","473","3","111"
"8145","473","4","1111"
"8146","473","4","1111"
"8147","474","13","1111111111111"
"8148","474","9","111111110"
"8149","474","7","1111111"
"8150","474","8","11111111"
"8151","474","5","00000"
"8152","474","7","1111111"
"8153","475","4","1111"
"8154","475","4","1111"
"8155","475","3","111"
"8156","475","7","1111111"
"8157","475","6","000000"
"8158","475","7","1111111"
"8159","476","4","1011"
"8160","476","4","1011"
"8161","476","3","111"
"8162","476","3","000"
"8163","476","3","000"
"8164","476","5","00000"
"8165","476","6","111110"
"8166","476","6","111110"
"8167","476","6","111111"
"8168","476","3","110"
"8169","476","3","110"
"8170","477","4","111"
"8171","477","4","111"
"8172","477","7","111"
"8173","477","6","111111"
"8174","477","5","11111"
"8175","477","5","11111"
"8176","477","5","11111"
"8177","477","6","111111"
"8178","477","9","111111111"
"8179","477","7","1011111"
"8180","477","6","111111"
"8181","477","5","01001"
"8182","477","6","111111"
"8183","477","6","111101"
"8184","477","3","101"
"8185","478","4","11"
"8186","478","4","11"
"8187","478","3","11"
"8188","478","3","111"
"8189","478","4","1111"
"8190","478","6","111111"
"8191","479","4","1111"
"8192","479","4","1111"
"8193","479","3","111"
"8194","479","3","111"
"8195","479","5","11111"
"8196","479","6","101111"
"8197","479","5","11111"
"8198","479","6","011110"
"8199","480","7","11111"
"8200","480","6","111111"
"8201","480","8","11011111"
"8202","480","8","01111111"
"8203","480","7","1101111"
"8204","480","7","1111111"
"8205","480","5","11111"
"8206","480","5","00110"
"8207","480","3","110"
"8208","480","3","011"
"8209","481","10","0111111111"
"8210","481","12","100111101010"
"8211","481","4","0000"
"8212","481","5","11110"
"8213","482","6","111"
"8214","482","6","111"
"8215","482","11","11111111111"
"8216","482","6","011101"
"8217","482","5","01111"
"8218","482","3","111"
"8219","482","4","1111"
"8220","482","5","11111"
"8221","482","6","111101"
"8222","482","6","111101"
"8223","482","6","111111"
"8224","482","5","00000"
"8225","482","6","000000"
"8226","482","11","01111111111"
"8227","483","5","11111"
"8228","484","6","11"
"8229","484","6","11"
"8230","484","3","111"
"8231","484","3","101"
"8232","484","5","10111"
"8233","484","6","111111"
"8234","484","3","000"
"8235","484","8","11111111"
"8236","484","10","1111111111"
"8237","484","7","1111111"
"8238","484","8","11111011"
"8239","484","6","110111"
"8240","485","5","11101"
"8241","485","5","11111"
"8242","485","5","01000"
"8243","485","5","10111"
"8244","485","4","1111"
"8245","485","7","1111111"
"8246","485","7","1000111"
"8247","485","6","111111"
"8248","485","6","111111"
"8249","486","4","1101"
"8250","486","7","1111111"
"8251","486","5","00000"
"8252","486","5","10111"
"8253","486","6","011111"
"8254","486","3","011"
"8255","487","4","1001"
"8256","487","8","00111111"
"8257","487","7","1111111"
"8258","487","5","11011"
"8259","487","5","10101"
"8260","487","6","111101"
"8261","487","3","101"
"8262","487","3","101"
"8263","488","3","000"
"8264","488","10","1111000101"
"8265","488","10","1110001011"
"8266","488","6","110000"
"8267","488","5","00000"
"8268","489","5","111"
"8269","489","10","1111011111"
"8270","489","3","111"
"8271","489","3","111"
"8272","490","3","11111111"
"8273","490","7","1111111"
"8274","490","5","10111"
"8275","490","7","0000000"
"8276","490","9","111110111"
"8277","490","4","1111"
"8278","490","4","1111"
"8279","491","11","11111111111"
"8280","491","11","11111111111"
"8281","491","11","11111111111"
"8282","491","11","11111011111"
"8283","491","7","1111111"
"8284","491","8","11110111"
"8285","491","6","110111"
"8286","491","3","111"
"8287","491","3","111"
"8288","491","3","111"
"8289","491","3","000"
"8290","492","3","11"
"8291","492","10","11"
"8292","492","10","11"
"8293","492","6","000000"
"8294","492","3","000"
"8295","492","3","111"
"8296","492","6","111110"
"8297","492","5","11111"
"8298","492","3","111"
"8299","492","3","101"
"8300","493","3","111"
"8301","493","6","111010"
"8302","493","5","11010"
"8303","493","7","1111111"
"8304","493","5","00000"
"8305","493","9","111111111"
"8306","493","8","11111111"
"8307","493","7","1111111"
"8308","493","5","11111"
"8309","494","3","011"
"8310","494","3","011"
"8311","494","3","111"
"8312","494","3","111"
"8313","494","3","110"
"8314","494","4","1111"
"8315","494","4","1111"
"8316","494","6","111111"
"8317","494","3","111"
"8318","494","4","1111"
"8319","494","3","111"
"8320","494","3","011"
"8321","494","3","011"
"8322","495","9","111111111"
"8323","495","8","11111111"
"8324","496","3","111"
"8325","496","4","1111"
"8326","496","5","11011"
"8327","496","6","010111"
"8328","496","6","111111"
"8329","496","5","11111"
"8330","496","4","1111"
"8331","496","3","111"
"8332","496","3","111"
"8333","496","3","111"
"8334","497","3","1"
"8335","497","3","000"
"8336","497","3","000"
"8337","497","4","1111"
"8338","497","4","1111"
"8339","497","4","1111"
"8340","497","3","000"
"8341","497","3","011"
"8342","498","4","1111"
"8343","498","10","0111011111"
"8344","498","10","0011111111"
"8345","498","6","111111"
"8346","498","10","1111111111"
"8347","498","6","111111"
"8348","498","3","110"
"8349","499","5","11011"
"8350","499","4","1011"
"8351","499","4","1111"
"8352","499","5","11111"
"8353","499","6","011111"
"8354","499","4","1111"
"8355","499","4","0111"
"8356","499","5","11111"
"8357","499","4","1111"
"8358","499","5","11111"
"8359","499","5","11111"
"8360","499","5","11011"
"8361","499","3","111"
"8362","499","4","1111"
"8363","499","5","11111"
"8364","499","5","11111"
"8365","499","5","11111"
"8366","499","4","0000"
"8367","499","4","0000"
"8368","500","5","11111"
"8369","500","4","1111"
"8370","500","4","1110"
"8371","500","4","1110"
"8372","500","4","1110"
"8373","500","4","1110"
"8374","500","3","000"
"8375","500","4","1101"
"8376","500","5","11011"
"8377","500","4","1000"
"8378","500","9","011111011"
"8379","500","8","11111011"
"8380","501","4","1"
"8381","501","5","11111"
"8382","501","5","11111"
"8383","501","4","1111"
"8384","501","5","11111"
"8385","501","4","1110"
"8386","501","4","1110"
"8387","501","5","11111"
"8388","502","3","001"
"8389","502","7","1011111"
"8390","502","7","1011111"
"8391","502","7","1111111"
"8392","502","5","11111"
"8393","502","5","11111"
"8394","503","4","1011"
"8395","503","6","111111"
"8396","503","10","1111111111"
"8397","503","11","11111111111"
"8398","503","8","01111111"
"8399","504","5","11111"
"8400","504","10","1111111111"
"8401","504","9","111111111"
"8402","504","5","00000"
"8403","504","9","111111111"
"8404","504","7","1111110"
"8405","504","5","11111"
"8406","505","6","111111"
"8407","505","3","000"
"8408","505","5","11111"
"8409","505","6","011111"
"8410","505","5","11110"
"8411","505","6","111111"
"8412","506","3","000"
"8413","506","3","000"
"8414","506","3","000"
"8415","506","3","000"
"8416","506","3","000"
"8417","506","3","000"
"8418","506","3","000"
"8419","506","11","00111010000"
"8420","506","8","01000000"
"8421","507","9","000000000"
"8422","507","8","00000000"
"8423","507","4","0000"
"8424","507","3","000"
"8425","507","9","000101010"
"8426","507","7","1010100"
"8427","508","10","0001110100"
"8428","508","11","00000000000"
"8429","508","3","000"
"8430","508","3","001"
"8431","508","4","0001"
"8432","508","5","11011"
"8433","508","4","1110"
"8434","509","3","000"
"8435","510","7","0000000"
"8436","510","7","0000000"
"8437","510","7","0000000"
"8438","510","6","000000"
"8439","510","5","00000"
"8440","510","7","0000001"
"8441","510","6","000000"
"8442","510","6","000000"
"8443","510","6","000000"
"8444","510","4","0000"
"8445","511","7","0000000"
"8446","511","8","00000000"
"8447","511","7","0000000"
"8448","511","7","0000000"
"8449","511","4","0000"
"8450","512","5","10000"
"8451","512","5","10000"
"8452","512","4","0000"
"8453","512","9","000000000"
"8454","512","7","0000000"
"8455","512","7","0000000"
"8456","512","7","0000000"
"8457","513","4","1111111"
"8458","513","6","000000"
"8459","513","3","001"
"8460","513","3","000"
"8461","513","5","00000"
"8462","513","12","000000000000"
"8463","513","6","110001"
"8464","514","15","000000000010000"
"8465","514","8","00000000"
"8466","514","6","000000"
"8467","514","6","000000"
"8468","514","5","00001"
"8469","514","4","0000"
"8470","514","3","000"
"8471","515","4","0000"
"8472","515","5","10000"
"8473","515","4","1111"
"8474","515","4","1101"
"8475","515","4","0000"
"8476","515","4","0000"
"8477","515","3","100"
"8478","516","6","111111"
"8479","516","6","111111"
"8480","516","6","111111"
"8481","516","4","1111"
"8482","516","5","11111"
"8483","516","5","10111"
"8484","516","6","111111"
"8485","516","6","111111"
"8486","516","3","111"
"8487","516","3","111"
"8488","516","3","011"
"8489","517","5","11101"
"8490","518","3","011"
"8491","518","6","111111"
"8492","518","6","111111"
"8493","518","6","011111"
"8494","518","7","1111111"
"8495","518","5","10111"
"8496","518","3","111"
"8497","519","7","0011111"
"8498","519","7","0011111"
"8499","519","9","101010000"
"8500","519","5","10000"
"8501","519","14","00000000000000"
"8502","519","15","000000000000000"
"8503","520","3","1"
"8504","520","3","111"
"8505","520","6","000000"
"8506","520","9","111111111"
"8507","520","9","110011111"
"8508","520","5","00000"
"8509","520","3","111"
"8510","520","4","1111"
"8511","520","3","111"
"8512","520","3","111"
"8513","520","5","11111"
"8514","521","6","111111"
"8515","521","8","11111111"
"8516","521","6","000000"
"8517","521","3","111"
"8518","522","4","1111"
"8519","522","4","1111"
"8520","522","5","11100"
"8521","523","9","111111111"
"8522","523","7","0000000"
"8523","524","6","1"
"8524","524","5","1"
"8525","524","4","0000"
"8526","524","6","111111"
"8527","524","4","1111"
"8528","524","4","1111"
"8529","524","3","111"
"8530","524","3","101"
"8531","525","6","111111"
"8532","525","5","00000"
"8533","525","5","11111"
"8534","526","3","0"
"8535","526","6","111111"
"8536","526","4","0000"
"8537","526","7","1111111"
"8538","526","8","11111111"
"8539","526","5","11111"
"8540","526","6","111011"
"8541","526","7","0111111"
"8542","527","11","01111111111"
"8543","527","11","11011010011"
"8544","527","11","11111111100"
"8545","527","8","11111111"
"8546","527","9","001111100"
"8547","527","4","1011"
"8548","527","6","101111"
"8549","527","8","00011111"
"8550","527","7","1111111"
"8551","527","9","111011101"
"8552","527","7","1101111"
"8553","528","6","1"
"8554","528","7","1"
"8555","528","4","1"
"8556","528","8","11111111"
"8557","528","7","1111111"
"8558","528","7","1111111"
"8559","528","7","1111111"
"8560","528","5","00000"
"8561","528","5","11111"
"8562","529","6","111111"
"8563","529","6","011101"
"8564","529","3","111"
"8565","529","5","00000"
"8566","529","8","01110111"
"8567","529","10","1110010011"
"8568","529","7","1111111"
"8569","530","5","01111"
"8570","530","5","11011"
"8571","530","7","1001110"
"8572","530","8","11111111"
"8573","530","8","11110111"
"8574","530","7","1101111"
"8575","530","7","1111111"
"8576","530","4","0000"
"8577","530","6","101111"
"8578","530","3","111"
"8579","530","5","01111"
"8580","530","7","0001111"
"8581","530","7","1101011"
"8582","530","6","101011"
"8583","530","4","0011"
"8584","531","3","111"
"8585","531","3","111"
"8586","531","5","11111"
"8587","531","5","10111"
"8588","531","5","11111"
"8589","531","5","11101"
"8590","531","5","11111"
"8591","531","4","1111"
"8592","531","4","1111"
"8593","532","5","1"
"8594","532","8","1"
"8595","532","7","1111111"
"8596","532","7","1110111"
"8597","532","8","11101111"
"8598","532","8","11111111"
"8599","532","6","111111"
"8600","532","3","111"
"8601","532","7","1111111"
"8602","532","12","101111111111"
"8603","532","9","111111111"
"8604","532","12","101111111111"
"8605","532","10","1111111111"
"8606","532","7","1111110"
"8607","532","6","011111"
"8608","532","3","111"
"8609","532","3","000"
"8610","533","3","11111111111111"
"8611","533","6","11111111111111"
"8612","533","7","1111111"
"8613","533","6","111111"
"8614","533","5","11111"
"8615","533","5","11111"
"8616","533","5","11111"
"8617","533","5","11111"
"8618","533","3","111"
"8619","533","4","1111"
"8620","533","3","111"
"8621","533","5","11111"
"8622","533","5","11111"
"8623","533","4","1111"
"8624","534","8","11111101"
"8625","534","9","001011111"
"8626","534","10","1111111111"
"8627","534","8","00000000"
"8628","535","3","00"
"8629","535","3","00"
"8630","535","4","1111"
"8631","535","4","1111"
"8632","535","7","1111111"
"8633","535","3","111"
"8634","536","11","00000000000"
"8635","536","5","00000"
"8636","536","15","000000000000000"
"8637","536","10","0000000000"
"8638","536","10","0000000000"
"8639","537","6","111"
"8640","537","4","1111"
"8641","537","4","0000"
"8642","537","3","000"
"8643","538","3","010"
"8644","538","4","0100"
"8645","538","4","1111"
"8646","538","3","000"
"8647","538","4","0000"
"8648","538","9","001000000"
"8649","538","9","011000110"
"8650","538","12","000000001000"
"8651","538","12","000000001000"
"8652","538","14","11000001000000"
"8653","538","16","1000000000010000"
"8654","538","15","000000000000000"
"8655","538","13","0000000000000"
"8656","539","3","010"
"8657","540","8","00000000"
"8658","540","5","00000"
"8659","540","4","0000"
"8660","541","12","000000000000"
"8661","541","12","000000000000"
"8662","541","6","111111"
"8663","542","4","0000"
"8664","542","7","0000000"
"8665","542","8","00000000"
"8666","542","6","010000"
"8667","542","7","0100000"
"8668","542","3","000"
"8669","542","3","000"
"8670","542","4","0100"
"8671","542","4","0000"
"8672","542","4","0000"
"8673","542","7","0000000"
"8674","542","9","000000000"
"8675","542","9","000000000"
"8676","542","13","0000000000000"
"8677","543","3","11"
"8678","543","3","11"
"8679","543","6","000000"
"8680","543","9","000000000"
"8681","544","11","00000000000"
"8682","544","13","0000000000000"
"8683","546","6","111111"
"8684","546","5","11111"
"8685","546","4","1110"
"8686","546","4","1100"
"8687","546","4","1111"
"8688","546","4","1101"
"8689","546","3","001"
"8690","548","6","000"
"8691","548","6","000"
"8692","548","5","000"
"8693","548","5","11111"
"8694","548","9","111111111"
"8695","548","8","11111111"
"8696","548","7","1111111"
"8697","548","4","1111"
"8698","548","4","1000"
"8699","548","3","111"
"8700","549","3","1"
"8701","549","8","1"
"8702","549","9","000000000"
"8703","549","10","1101111000"
"8704","549","5","01101"
"8705","550","3","111"
"8706","550","3","111"
"8707","551","6","110001"
"8708","551","8","10001111"
"8709","551","6","000000"
"8710","551","8","11111111"
"8711","552","3","111"
"8712","552","3","101"
"8713","552","4","1110"
"8714","552","3","101"
"8715","552","6","111111"
"8716","552","5","11111"
"8717","552","3","000"
"8718","552","4","1111"
"8719","552","6","111111"
"8720","553","3","1110111"
"8721","553","4","1110111"
"8722","553","3","1110111"
"8723","553","3","1110111"
"8724","553","3","1110111"
"8725","553","4","1110111"
"8726","553","3","111"
"8727","553","4","1100"
"8728","553","6","111111"
"8729","553","4","1111"
"8730","553","3","000"
"8731","553","4","1111"
"8732","553","4","1111"
"8733","553","4","1111"
"8734","554","3","1"
"8735","554","4","1111"
"8736","554","3","111"
"8737","554","8","11100111"
"8738","554","3","000"
"8739","554","9","011110000"
"8740","554","9","111111101"
"8741","554","9","111111111"
"8742","554","10","1111111011"
"8743","554","11","01111000001"
"8744","554","9","111111111"
"8745","554","8","11111111"
"8746","555","3","111"
"8747","555","6","111111"
"8748","555","5","11111"
"8749","555","4","1111"
"8750","555","4","1100"
"8751","556","4","0110"
"8752","556","5","01101"
"8753","556","4","1111"
"8754","556","3","111"
"8755","556","3","011"
"8756","556","6","111110"
"8757","556","6","111110"
"8758","556","6","111100"
"8759","557","6","111111"
"8760","557","7","0111111"
"8761","557","4","1111"
"8762","557","6","111111"
"8763","557","5","11111"
"8764","557","5","11011"
"8765","557","3","010"
"8766","558","4","1111"
"8767","558","8","10111111"
"8768","558","10","1011111111"
"8769","559","3","1"
"8770","559","3","111"
"8771","559","6","011010"
"8772","559","5","11110"
"8773","559","5","11111"
"8774","559","8","11011010"
"8775","559","9","111111111"
"8776","559","8","11111111"
"8777","559","8","11111111"
"8778","559","7","1111101"
"8779","559","7","1111111"
"8780","559","6","110111"
"8781","559","6","111111"
"8782","559","4","1111"
"8783","559","3","100"
"8784","559","3","110"
"8785","559","3","110"
"8786","560","3","111"
"8787","560","3","101"
"8788","560","3","101"
"8789","560","3","011"
"8790","560","4","1111"
"8791","560","6","111101"
