"","res","",""
"6139","226","4","1111"
"6140","226","4","0000"
"6141","226","3","110"
"6142","227","7","1111111"
"6143","228","10","01"
"6144","228","10","01"
"6145","228","16","01"
"6146","228","11","00000000000"
"6147","228","7","0000000"
"6148","228","7","0000000"
"6149","228","8","10000010"
"6150","228","8","10000010"
"6151","228","9","000100100"
"6152","228","5","00000"
"6153","228","4","0000"
"6154","228","3","000"
"6155","229","4","0000"
"6156","229","4","0000"
"6157","229","4","0111"
"6158","229","6","011111"
"6159","230","3","0"
"6160","230","7","0"
"6161","230","8","0"
"6162","230","8","0"
"6163","230","12","000000000000"
"6164","230","7","0000000"
"6165","230","7","0000000"
"6166","230","7","0000000"
"6167","231","6","0000"
"6168","231","14","00000000000000"
"6169","231","10","0000000000"
"6170","231","7","0110011"
"6171","232","4","0000"
"6172","232","5","00000"
"6173","232","5","00000"
"6174","232","7","0000000"
"6175","232","11","00000000010"
"6176","232","11","00000000010"
"6177","232","5","10000"
"6178","232","4","0000"
"6179","232","3","000"
"6180","233","6","00"
"6181","233","5","00000"
"6182","233","14","00000000000000"
"6183","233","8","11111111"
"6184","233","6","111011"
"6185","234","4","0000"
"6186","234","5","00000"
"6187","234","5","10111"
"6188","234","7","1111111"
"6189","234","7","0000000"
"6190","234","4","1111"
"6191","234","8","00000000"
"6192","234","4","0000"
"6193","234","9","000000000"
"6194","234","8","00000010"
"6195","234","8","00000000"
"6196","234","9","000010000"
"6197","234","8","00000000"
"6198","234","9","000100001"
"6199","234","6","000000"
"6200","234","5","00000"
"6201","234","5","00000"
"6202","234","4","0000"
"6203","234","6","000000"
"6204","234","6","000000"
"6205","234","6","000000"
"6206","235","4","0000"
"6207","235","7","0000000"
"6208","235","9","000000000"
"6209","235","6","011100"
"6210","235","7","0111000"
"6211","235","11","10000000000"
"6212","235","12","000000000100"
"6213","235","8","00000000"
"6214","235","8","00000000"
"6215","235","7","0000000"
"6216","235","7","0000000"
"6217","236","5","10000"
"6218","236","3","000"
"6219","236","5","11110"
"6220","236","5","11110"
"6221","236","3","111"
"6222","236","3","111"
"6223","236","6","111111"
"6224","236","7","1110111"
"6225","236","4","1111"
"6226","236","4","0000"
"6227","236","5","11100"
"6228","237","5","00100"
"6229","237","5","00000"
"6230","237","6","001000"
"6231","237","7","0000000"
"6232","237","6","000000"
"6233","237","5","00000"
"6234","237","3","000"
"6235","237","3","010"
"6236","237","3","010"
"6237","238","7","0000"
"6238","238","6","000000"
"6239","238","6","000000"
"6240","238","10","0000000000"
"6241","238","8","00000000"
"6242","238","7","0000000"
"6243","238","6","010000"
"6244","238","7","0100001"
"6245","239","6","000000"
"6246","239","8","11111111"
"6247","239","7","1101110"
"6248","240","5","11111"
"6249","241","11","00000000000"
"6250","241","9","000000000"
"6251","241","11","00000000000"
"6252","241","15","000000000000000"
"6253","241","11","00000000000"
"6254","242","6","1"
"6255","242","6","1"
"6256","242","8","1"
"6257","242","9","111111110"
"6258","242","4","0000"
"6259","242","8","11111101"
"6260","242","9","111111111"
"6261","242","3","000"
"6262","242","3","000"
"6263","242","7","1011110"
"6264","242","6","101110"
"6265","242","7","0110101"
"6266","242","5","01111"
"6267","242","4","0000"
"6268","242","4","1111"
"6269","242","4","1111"
"6270","242","3","111"
"6271","243","3","1"
"6272","243","3","1"
"6273","243","5","11011"
"6274","243","4","1111"
"6275","243","4","1111"
"6276","244","13","0111001100111"
"6277","244","6","000000"
"6278","244","3","111"
"6279","244","3","111"
"6280","245","3","000"
"6281","245","5","01101"
"6282","246","7","1"
"6283","246","4","1"
"6284","246","12","111111111111"
"6285","246","10","0000000000"
"6286","246","10","1111111111"
"6287","246","12","111111111110"
"6288","246","10","1001111111"
"6289","246","10","1111111111"
"6290","246","7","0000000"
"6291","246","4","0000"
"6292","246","3","000"
"6293","246","5","11111"
"6294","246","5","10111"
"6295","246","6","000100"
"6296","246","6","111111"
"6297","246","6","111110"
"6298","247","7","100000"
"6299","247","8","11111111"
"6300","247","8","11111111"
"6301","247","9","111111111"
"6302","247","7","1111111"
"6303","247","9","111111111"
"6304","247","5","11111"
"6305","247","8","00000000"
"6306","247","8","00000000"
"6307","247","7","0010000"
"6308","247","7","1111111"
"6309","248","7","1111110"
"6310","248","5","00000"
"6311","248","6","111111"
"6312","248","4","1111"
"6313","248","4","1111"
"6314","248","3","000"
"6315","248","3","111"
"6316","248","15","110111111111110"
"6317","248","12","111111111111"
"6318","248","13","1111111111111"
"6319","248","12","111111011111"
"6320","249","6","111111"
"6321","249","6","110111"
"6322","249","5","11111"
"6323","249","4","0000"
"6324","249","8","11111111"
"6325","249","7","0111111"
"6326","249","7","1111111"
"6327","249","6","000000"
"6328","249","6","111111"
"6329","249","7","1111111"
"6330","249","8","11111100"
"6331","249","5","00000"
"6332","249","8","11111111"
"6333","249","3","111"
"6334","249","5","11110"
"6335","249","5","11110"
"6336","250","4","1111"
"6337","250","3","111"
"6338","250","5","11011"
"6339","251","4","0111"
"6340","251","4","0111"
"6341","251","6","000101"
"6342","251","8","11111101"
"6343","251","5","01111"
"6344","251","6","011111"
"6345","251","3","000"
"6346","252","4","11"
"6347","252","5","11"
"6348","252","7","1111111"
"6349","252","7","1111111"
"6350","252","5","11111"
"6351","252","3","111"
"6352","252","6","110111"
"6353","252","6","110111"
"6354","252","8","11111111"
"6355","252","7","1111011"
"6356","252","7","1111111"
"6357","252","6","111111"
"6358","252","7","1011111"
"6359","252","3","111"
"6360","252","3","111"
"6361","254","4","0000"
"6362","254","5","0000"
"6363","254","4","1101"
"6364","254","3","000"
"6365","254","8","11111111"
"6366","254","8","11111111"
"6367","254","8","11011111"
"6368","254","9","101011111"
"6369","254","3","111"
"6370","255","4","1101"
"6371","255","4","1101"
"6372","255","3","110"
"6373","255","4","0011"
"6374","255","4","1011"
"6375","255","7","0000000"
"6376","255","9","110111111"
"6377","255","11","11111111111"
"6378","255","11","11111111111"
"6379","255","5","00000"
"6380","256","6","111101"
"6381","256","7","0100000"
"6382","256","3","111"
"6383","256","14","01111111111111"
"6384","256","14","01111111111111"
"6385","256","14","10111111111111"
"6386","256","12","111101111101"
"6387","256","11","10111111111"
"6388","256","9","111111111"
"6389","256","7","1111111"
"6390","256","5","00000"
"6391","257","6","101101"
"6392","257","6","111111"
"6393","257","6","000000"
"6394","257","6","000000"
"6395","257","9","111111111"
"6396","257","6","111111"
"6397","258","3","1"
"6398","258","5","11111"
"6399","258","8","11101111"
"6400","258","8","11111111"
"6401","258","9","111111111"
"6402","258","5","00000"
"6403","259","3","0"
"6404","259","3","0"
"6405","259","4","0"
"6406","259","6","0"
"6407","259","4","1111"
"6408","259","4","1111"
"6409","259","4","1101"
"6410","259","6","011111"
"6411","259","15","111111111111111"
"6412","259","13","1111111111110"
"6413","259","10","0000000111"
"6414","259","12","111111111111"
"6415","259","10","1111111111"
"6416","259","10","1111111111"
"6417","259","10","0000000010"
"6418","260","3","0111"
"6419","260","5","11111"
"6420","260","5","11111"
"6421","260","5","11111"
"6422","260","4","1111"
"6423","260","4","0000"
"6424","260","6","111011"
"6425","261","5","11111"
"6426","261","7","1010100"
"6427","261","4","0000"
"6428","261","6","111100"
"6429","261","5","11111"
"6430","261","3","000"
"6431","261","3","111"
"6432","262","4","00"
"6433","262","4","1110"
"6434","262","4","1011"
"6435","263","6","111111"
"6436","263","6","111001"
"6437","263","4","1011"
"6438","263","4","0000"
"6439","263","6","111111"
"6440","264","4","1111"
"6441","264","5","11111"
"6442","264","5","11111"
"6443","264","5","11110"
"6444","264","5","11111"
"6445","264","3","000"
"6446","264","3","000"
"6447","264","4","1111"
"6448","264","4","1101"
"6449","264","3","110"
"6450","264","4","1111"
"6451","265","4","0000"
"6452","265","4","0000"
"6453","265","7","0000000"
"6454","265","12","000000000000"
"6455","265","11","00000000000"
"6456","265","17","00000000000000000"
"6457","266","9","000000000"
"6458","266","12","000000000000"
"6459","266","14","00000000000000"
"6460","266","11","11111111111"
"6461","266","4","0000"
"6462","266","4","0000"
"6463","266","4","0000"
"6464","266","3","000"
"6465","267","3","00000000"
"6466","267","3","110"
"6467","267","4","0000"
"6468","267","4","0100"
"6469","267","4","0000"
"6470","267","3","000"
"6471","267","4","0010"
"6472","267","7","0000100"
"6473","267","4","0000"
"6474","268","4","0000"
"6475","268","5","0000"
"6476","268","7","0000000"
"6477","268","8","00000000"
"6478","268","8","00011100"
"6479","268","9","000000000"
"6480","268","8","00000001"
"6481","268","7","0001100"
"6482","268","5","00000"
"6483","268","10","1000101000"
"6484","268","3","001"
"6485","268","8","00000001"
"6486","268","7","0000001"
"6487","268","3","000"
"6488","268","5","10111"
"6489","268","8","11100000"
"6490","269","5","11100"
"6491","269","5","10101"
"6492","269","5","11001"
"6493","269","4","0110"
"6494","269","6","010110"
"6495","269","6","111111"
"6496","269","9","111111110"
"6497","269","10","1111101100"
"6498","269","9","111101100"
"6499","269","6","111101"
"6500","269","4","0001"
"6501","269","5","00000"
"6502","269","6","000000"
"6503","269","8","00000000"
"6504","269","11","00000000000"
"6505","269","8","00000000"
"6506","270","6","000000"
"6507","270","10","0000000000"
"6508","270","6","000000"
"6509","270","3","000"
"6510","271","3","000"
"6511","271","3","101"
"6512","271","3","101"
"6513","271","8","00000000"
"6514","271","10","0000000000"
"6515","271","11","00000000000"
"6516","271","9","000000000"
"6517","271","5","00000"
"6518","271","9","000000000"
"6519","271","9","000000000"
"6520","271","10","0000000000"
"6521","271","9","000000000"
"6522","271","3","000"
"6523","272","3","000"
"6524","272","5","000"
"6525","272","9","000000000"
"6526","272","5","00000"
"6527","272","3","000"
"6528","273","6","000000"
"6529","273","9","111111111"
"6530","273","3","111"
"6531","273","5","11111"
"6532","273","8","11111101"
"6533","273","9","111111111"
"6534","273","9","111011111"
"6535","273","7","1111111"
"6536","273","8","11111111"
"6537","273","7","0111111"
"6538","274","3","0111111"
"6539","274","4","1111"
"6540","274","5","11111"
"6541","274","7","0111011"
"6542","274","4","1111"
"6543","274","6","111111"
"6544","274","6","111111"
"6545","274","6","111111"
"6546","274","7","1111110"
"6547","274","7","1111110"
"6548","275","4","1111"
"6549","275","4","1111"
"6550","275","7","1111111"
"6551","275","9","111111111"
"6552","275","9","111111111"
"6553","275","4","1111"
"6554","276","7","000"
"6555","276","7","0000000"
"6556","276","5","00000"
"6557","276","6","000000"
"6558","276","5","00000"
"6559","276","10","0000000000"
"6560","276","9","000000000"
"6561","276","7","0000000"
"6562","276","4","0000"
"6563","277","3","111"
"6564","277","4","1111"
"6565","277","13","1111111111111"
"6566","277","12","111111111111"
"6567","277","15","111111111111111"
"6568","277","4","1111"
"6569","277","3","111"
"6570","277","6","111101"
"6571","277","6","111010"
"6572","277","6","111111"
"6573","277","5","11111"
"6574","277","4","1111"
"6575","277","6","111111"
"6576","277","4","1111"
"6577","277","3","111"
"6578","278","4","00"
"6579","278","4","0001"
"6580","278","5","11111"
"6581","278","3","111"
"6582","278","6","111101"
"6583","278","3","101"
"6584","279","9","1"
"6585","279","7","0000000"
"6586","279","15","000000000000000"
"6587","279","14","00000000000100"
"6588","279","13","0000000000100"
"6589","279","8","00000000"
"6590","279","3","000"
"6591","279","5","00000"
"6592","279","6","000000"
"6593","279","4","0000"
"6594","279","3","101"
"6595","280","4","000"
"6596","280","7","000"
"6597","280","7","1101111"
"6598","280","7","1101111"
"6599","280","6","111111"
"6600","280","6","111111"
"6601","280","4","0000"
"6602","280","3","111"
"6603","280","5","11101"
"6604","280","4","1111"
"6605","280","4","0000"
"6606","281","3","11"
"6607","281","3","111"
"6608","281","7","1111111"
"6609","281","11","11111111111"
"6610","282","8","11011111"
"6611","282","5","00001"
"6612","282","6","111111"
"6613","282","5","11111"
"6614","282","3","111"
"6615","283","3","0010"
"6616","283","6","011111"
"6617","283","6","000000"
"6618","284","6","000000000"
"6619","284","7","1111111"
"6620","284","8","11111111"
"6621","284","8","11111111"
"6622","284","4","1110"
"6623","284","3","111"
"6624","284","3","000"
"6625","285","4","0111"
"6626","285","8","11111111"
"6627","285","5","00000"
"6628","285","9","111111111"
"6629","285","12","111111011111"
"6630","285","10","1111011111"
"6631","285","11","11111111110"
"6632","285","3","111"
"6633","285","3","111"
"6634","286","5","11"
"6635","286","4","1111"
"6636","286","4","1111"
"6637","286","4","1111"
"6638","286","3","111"
"6639","286","4","1110"
"6640","287","4","0"
"6641","287","6","0"
"6642","287","7","0"
"6643","287","7","1111111"
"6644","287","7","1111111"
"6645","287","7","1111111"
"6646","287","7","1111111"
"6647","287","7","1111011"
"6648","287","4","0000"
"6649","288","5","11111"
"6650","288","3","111"
"6651","289","8","11111111"
"6652","289","6","111111"
"6653","289","3","111"
"6654","290","5","01111"
"6655","290","5","11111"
"6656","290","5","11111"
"6657","290","3","001"
"6658","290","3","001"
"6659","290","3","111"
"6660","290","3","111"
"6661","290","4","1111"
"6662","290","5","11111"
"6663","290","5","01101"
"6664","290","4","1111"
"6665","290","4","1111"
"6666","290","3","111"
"6667","290","5","11111"
"6668","291","3","1"
"6669","291","3","111"
"6670","291","5","11111"
"6671","291","5","10011"
"6672","291","4","1111"
"6673","291","5","11111"
"6674","291","4","0111"
"6675","291","5","11111"
"6676","291","5","11111"
"6677","291","7","1111101"
"6678","291","6","111111"
"6679","291","5","11011"
"6680","292","6","110001"
"6681","292","10","1111111111"
"6682","292","8","10111111"
"6683","292","7","1111110"
"6684","292","7","1111110"
"6685","292","5","11111"
"6686","292","5","11111"
"6687","292","3","111"
"6688","292","4","1111"
"6689","292","4","1011"
"6690","293","3","111"
"6691","293","3","111"
"6692","293","4","1111"
"6693","293","4","1111"
"6694","293","5","00000"
"6695","293","6","000000"
"6696","293","10","1111111111"
"6697","293","8","00000000"
"6698","293","6","000000"
"6699","293","3","110"
"6700","294","3","111"
"6701","294","3","111"
"6702","294","4","1111"
"6703","294","6","111101"
"6704","294","4","1111"
"6705","294","3","001"
"6706","294","5","11011"
"6707","295","5","11111"
"6708","295","7","1111111"
"6709","295","9","111110111"
"6710","295","4","1000"
"6711","296","4","0000"
"6712","296","5","0000"
"6713","296","5","0000"
"6714","296","8","11101011"
"6715","296","8","11111111"
"6716","296","8","11101011"
"6717","296","7","1111111"
"6718","296","7","1111111"
"6719","296","6","000000"
"6720","296","6","111111"
"6721","296","3","110"
"6722","296","3","001"
"6723","296","3","000"
"6724","296","3","001"
"6725","297","4","0000"
"6726","297","4","0000"
"6727","297","4","1100"
"6728","297","4","0000"
"6729","297","3","000"
"6730","297","4","1110"
"6731","297","5","11000"
"6732","297","5","11110"
"6733","297","3","100"
"6734","297","9","011111010"
"6735","297","10","0111110101"
"6736","297","7","1111111"
"6737","297","6","011111"
"6738","298","8","11111111"
"6739","298","9","111111111"
"6740","298","5","00000"
